"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP","AVG. DIFF ","% OVER "
"216",9,"Kansas City Chiefs",KC,"DST12","5","-","-","3 out of 5 stars","-4","-1.3","31% (5/16)"
"217",9,"Cam Little",JAC,"K4","7","-","-","4 out of 5 stars","-49","+2.0","68% (11/16)"
"218",9,"Jason Myers",SEA,"K5","11","-","-","4 out of 5 stars","-59","+4.5","87% (14/16)"
"219",9,"Mike Washington Jr.",LV,"RB65","13","3 out of 5","4 out of 5","2 out of 5 stars","-37","-","-"
"220",9,"Green Bay Packers",GB,"DST13","11","-","-","2 out of 5 stars","-10","-2.0","31% (5/16)"
"221",9,"Tank Dell",HOU,"WR81","8","4 out of 5","4 out of 5","3 out of 5 stars","+9","-","-"
"222",9,"Jaydon Blue",DAL,"RB66","14","4 out of 5","3 out of 5","4 out of 5 stars","+22","-3.3","0% (0/4)"
"223",9,"Antonio Williams",WAS,"WR82","7","4 out of 5","2 out of 5","2 out of 5 stars","-7","-","-"
"224",9,"Eddy Pineiro",SF,"K6","8","4 out of 5","2 out of 5","5 out of 5 stars","-24","+3.1","69% (9/13)"
"225",9,"Detroit Lions",DET,"DST14","6","-","-","5 out of 5 stars","-12","-1.2","31% (5/16)"
"226",9,"Tyler Loop",BAL,"K7","13","-","-","3 out of 5 stars","-28","+1.1","56% (9/16)"
"227",9,"Jaylen Wright",MIA,"RB67","6","-","-","3 out of 5 stars","+12","+2.3","54% (6/11)"
"228",9,"Cooper Kupp",SEA,"WR83","11","4 out of 5","4 out of 5","3 out of 5 stars","+48","-1.5","40% (6/15)"
"229",9,"Jake Bates",DET,"K8","6","-","-","5 out of 5 stars","-35","+0.7","43% (7/16)"
"230",9,"Oscar Delp",NO,"TE29","8","4 out of 5","4 out of 5","2 out of 5 stars","-","-","-"
"231",9,"David Njoku",LAC,"TE30","7","4 out of 5","4 out of 5","4 out of 5 stars","-68","-1.1","33% (4/12)"
"232",9,"Buffalo Bills",BUF,"DST15","7","-","-","3 out of 5 stars","-17","-0.3","25% (4/16)"
"233",9,"Cairo Santos",CHI,"K9","10","-","-","0 out of 5 stars","-7","+2.0","71% (10/14)"
"234",9,"Zachariah Branch",ATL,"WR84","11","2 out of 5","4 out of 5","3 out of 5 stars","0","-","-"
"235",9,"Fernando Mendoza",LV,"QB30","13","4 out of 5","3 out of 5","1 out of 5 stars","-68","-","-"
"236",9,"Tua Tagovailoa",ATL,"QB31","11","2 out of 5","4 out of 5","4 out of 5 stars","+10","-1.9","35% (5/14)"
"237",9,"Ollie Gordon II",MIA,"RB68","6","3 out of 5","4 out of 5","3 out of 5 stars","+95","-0.6","25% (4/16)"
"238",9,"Keon Coleman",BUF,"WR85","7","2 out of 5","4 out of 5","4 out of 5 stars","+63","-1.5","25% (3/12)"
"239",9,"Andy Borregales",NE,"K10","11","-","-","1 out of 5 stars","-44","+1.3","50% (8/16)"
"240",9,"Evan McPherson",CIN,"K11","6","-","-","2 out of 5 stars","-8","+1.3","56% (9/16)"
"241",9,"George Holani",SEA,"RB69","11","3 out of 5","4 out of 5","4 out of 5 stars","+16","+0.4","22% (2/9)"
"242",9,"Harrison Mevis",LAR,"K12","11","-","-","2 out of 5 stars","-54","+0.6","50% (4/8)"
"243",9,"Chase McLaughlin",TB,"K13","10","-","-","3 out of 5 stars","-21","+1.4","56% (9/16)"
"244",9,"Colby Parkinson",LAR,"TE31","11","-","-","4 out of 5 stars","+14","+2.9","64% (9/14)"
"245",9,"Cleveland Browns",CLE,"DST16","11","-","-","5 out of 5 stars","-7","0.0","37% (6/16)"
"246",9,"Chimere Dike",TEN,"WR86","9","2 out of 5","5 out of 5","3 out of 5 stars","+44","+0.3","37% (6/16)"
"247",9,"Justice Hill",BAL,"RB70","13","-","-","3 out of 5 stars","0","+0.2","40% (4/10)"
"248",9,"Chris Boswell",PIT,"K14","9","-","-","4 out of 5 stars","-34","+1.3","62% (10/16)"
"249",9,"Evan Engram",DEN,"TE32","10","-","-","4 out of 5 stars","+37","-1.4","26% (4/15)"
"250",9,"Harrison Butker",KC,"K15","5","-","-","5 out of 5 stars","-46","+0.7","50% (8/16)"
"251",9,"Germie Bernard",PIT,"WR87","9","2 out of 5","4 out of 5","3 out of 5 stars","+21","-","-"
"252",9,"Jack Bech",LV,"WR88","13","3 out of 5","4 out of 5","2 out of 5 stars","+51","-1.1","40% (6/15)"
"253",9,"Isaiah Davis",NYJ,"RB71","13","2 out of 5","4 out of 5","3 out of 5 stars","+83","-0.1","37% (6/16)"
"254",9,"Jordan James",SF,"RB72","8","4 out of 5","4 out of 5","2 out of 5 stars","+15","-0.8","0% (0/1)"
"255",9,"Elic Ayomanor",TEN,"WR89","9","1 out of 5","5 out of 5","3 out of 5 stars","+61","-0.7","33% (5/15)"
"256",9,"Tory Horton",SEA,"WR90","11","4 out of 5","4 out of 5","3 out of 5 stars","+37","+1.3","50% (4/8)"
"257",9,"Wil Lutz",DEN,"K16","10","-","-","1 out of 5 stars","-33","+0.1","56% (9/16)"
"258",9,"Demond Claiborne",MIN,"RB73","6","3 out of 5","4 out of 5","4 out of 5 stars","-17","-","-"
"259",9,"DJ Giddens",IND,"RB74","13","2 out of 5","4 out of 5","4 out of 5 stars","+65","-0.6","28% (2/7)"
"260",9,"Tyquan Thornton",KC,"WR91","5","-","-","2 out of 5 stars","-","-","-"
"261",9,"Eli Stowers",PHI,"TE33","10","4 out of 5","4 out of 5","4 out of 5 stars","-25","-","-"
"262",9,"LeQuint Allen Jr.",JAC,"RB75","7","2 out of 5","4 out of 5","4 out of 5 stars","+20","-0.4","37% (6/16)"
"263",9,"Chris Brooks",GB,"RB76","11","2 out of 5","4 out of 5","4 out of 5 stars","+71","-0.6","25% (4/16)"
"264",9,"Malachi Fields",NYG,"WR92","8","4 out of 5","3 out of 5","4 out of 5 stars","-21","-","-"
"265",9,"Elijah Sarratt",BAL,"WR93","13","4 out of 5","3 out of 5","4 out of 5 stars","+31","-","-"
"266",9,"Samaje Perine",CIN,"RB77","6","2 out of 5","4 out of 5","2 out of 5 stars","+54","0.0","42% (6/14)"
"267",9,"Christian Kirk",SF,"WR94","8","3 out of 5","4 out of 5","2 out of 5 stars","+21","-2.3","25% (3/12)"
"268",9,"Greg Dulcich",MIA,"TE34","6","4 out of 5","4 out of 5","5 out of 5 stars","-45","+1.9","66% (6/9)"
"269",9,"Kirk Cousins",LV,"QB32","13","2 out of 5","4 out of 5","1 out of 5 stars","-10","-0.1","33% (5/15)"
"270",9,"Malik Davis",DAL,"RB78","14","-","-","4 out of 5 stars","-","+2.0","57% (4/7)"
"271",10,"Michael Penix Jr.",ATL,"QB33","11","1 out of 5","5 out of 5","4 out of 5 stars","-23","-","-"
"272",10,"Darius Slayton",NYG,"WR95","8","2 out of 5","4 out of 5","4 out of 5 stars","-","-1.2","38% (5/13)"
"273",10,"Ty Johnson",BUF,"RB79","7","-","-","2 out of 5 stars","-6","+0.6","37% (6/16)"
"274",10,"Atlanta Falcons",ATL,"DST17","11","-","-","4 out of 5 stars","-29","+0.4","43% (7/16)"
"275",10,"Chris Bell",MIA,"WR96","6","3 out of 5","4 out of 5","3 out of 5 stars","+19","-","-"
"276",10,"Deshaun Watson",CLE,"QB34","11","1 out of 5","5 out of 5","4 out of 5 stars","-8","-","-"
"277",10,"Trey Benson",ARI,"RB80","14","1 out of 5","5 out of 5","2 out of 5 stars","-14","-","-"
"278",10,"Devaughn Vele",NO,"WR97","8","-","-","3 out of 5 stars","+22","-","-"
"279",10,"Kaelon Black",SF,"RB81","8","3 out of 5","4 out of 5","2 out of 5 stars","-18","-","-"
"280",10,"Devin Neal",NO,"RB82","8","2 out of 5","4 out of 5","3 out of 5 stars","+43","-","-"
"281",10,"Will Reichard",MIN,"K17","6","-","-","2 out of 5 stars","-62","+2.1","68% (11/16)"
"282",10,"Shedeur Sanders",CLE,"QB35","11","3 out of 5","4 out of 5","4 out of 5 stars","-33","+1.6","30% (3/10)"
"283",10,"Xavier Legette",CAR,"WR98","5","2 out of 5","4 out of 5","2 out of 5 stars","-","-0.5","28% (4/14)"
"284",10,"Marvin Mims Jr.",DEN,"WR99","10","-","-","2 out of 5 stars","-5","-0.5","42% (6/14)"
"285",10,"San Francisco 49ers",SF,"DST18","8","-","-","3 out of 5 stars","-83","-1.3","43% (7/16)"
"286",10,"Mason Taylor",NYJ,"TE35","13","1 out of 5","4 out of 5","4 out of 5 stars","+1","-0.8","30% (4/13)"
"287",10,"Kaleb Johnson",PIT,"RB83","9","2 out of 5","5 out of 5","2 out of 5 stars","-21","-1.3","21% (3/14)"
"288",10,"Emari Demercado",KC,"RB84","5","1 out of 5","5 out of 5","3 out of 5 stars","+50","-1.1","27% (3/11)"
"289",10,"Brandon Aiyuk",SF,"WR100","8","2 out of 5","5 out of 5","2 out of 5 stars","-80","-","-"
"290",10,"Theo Johnson",NYG,"TE36","8","1 out of 5","5 out of 5","3 out of 5 stars","-48","+0.2","46% (7/15)"
"291",10,"Hollywood Brown",PHI,"WR101","10","-","-","4 out of 5 stars","-","+0.3","60% (9/15)"
"292",10,"Kendre Miller",NO,"RB85","8","2 out of 5","4 out of 5","3 out of 5 stars","-14","-","-"
"293",10,"Keenan Allen",LAC,"WR102","7","2 out of 5","4 out of 5","2 out of 5 stars","-13","-1.4","25% (4/16)"
"294",10,"Devin Singletary",NYG,"RB86","8","-","-","4 out of 5 stars","-11","+1.2","50% (8/16)"
"295",10,"Brashard Smith",KC,"RB87","5","-","-","3 out of 5 stars","-14","-0.3","37% (6/16)"
"296",10,"Jerome Ford",WAS,"RB88","7","-","-","4 out of 5 stars","+34","-","-"
"297",10,"Mack Hollins",NE,"WR103","11","-","-","2 out of 5 stars","-","+1.1","60% (9/15)"
"298",10,"Adam Randall",BAL,"RB89","13","3 out of 5","4 out of 5","3 out of 5 stars","+39","-","-"
"299",10,"Kyle Williams",NE,"WR104","11","-","-","2 out of 5 stars","-14","-0.1","31% (5/16)"
"300",10,"Najee Harris",LAC,"RB90","7","1 out of 5","5 out of 5","3 out of 5 stars","+17","-","-"
"301",10,"Tahj Brooks",CIN,"RB91","6","-","-","2 out of 5 stars","-","-0.8","8% (1/12)"
"302",10,"Trevor Etienne",CAR,"RB92","5","-","-","1 out of 5 stars","-","-0.7","20% (3/15)"
"303",10,"Mike Gesicki",CIN,"TE37","6","-","-","3 out of 5 stars","-14","-0.6","25% (3/12)"
"304",10,"Tyreek Hill",FA,"WR105","-","1 out of 5","5 out of 5","-","-114","-","-"
"305",10,"Isaiah Bond",CLE,"WR106","11","-","-","3 out of 5 stars","-","-0.8","33% (5/15)"
"306",10,"Seth McGowan",IND,"RB93","13","-","-","4 out of 5 stars","+33","-","-"
"307",10,"Ja'Kobi Lane",BAL,"WR107","13","-","-","4 out of 5 stars","-67","-","-"
"308",10,"Skyler Bell",BUF,"WR108","7","-","-","4 out of 5 stars","-2","-","-"
"309",10,"New Orleans Saints",NO,"DST19","8","-","-","5 out of 5 stars","+3","+1.1","50% (8/16)"
"310",10,"Charlie Smyth",NO,"K18","8","-","-","5 out of 5 stars","+12","+4.2","60% (3/5)"
"311",10,"Jarquez Hunter",LAR,"RB94","11","-","-","5 out of 5 stars","-12","-0.8","0% (0/4)"
"312",10,"Isaac Guerendo",SF,"RB95","8","-","-","2 out of 5 stars","-","-1.3","0% (0/13)"
"313",10,"Indianapolis Colts",IND,"DST20","13","-","-","5 out of 5 stars","-22","+0.1","37% (6/16)"
"314",10,"Jaleel McLaughlin",DEN,"RB96","10","-","-","2 out of 5 stars","-","-0.9","14% (1/7)"
"315",10,"Chicago Bears",CHI,"DST21","10","-","-","2 out of 5 stars","-109","+0.3","43% (7/16)"
"316",10,"Audric Estime",NO,"RB97","8","-","-","3 out of 5 stars","-21","+1.0","33% (2/6)"
"317",10,"Chris Brazzell II",CAR,"WR109","5","-","-","2 out of 5 stars","+2","-","-"
"318",10,"Jake Tonges",SF,"TE38","8","-","-","3 out of 5 stars","-58","+1.0","42% (6/14)"
"319",10,"Darnell Washington",PIT,"TE39","9","-","-","2 out of 5 stars","-","+0.5","43% (7/16)"
"320",10,"Will Shipley",PHI,"RB98","10","-","-","4 out of 5 stars","-","-0.6","14% (2/14)"
"321",11,"Joe Mixon",FA,"RB99","-","-","-","-","-8","-","-"
"322",11,"Kareem Hunt",FA,"RB100","-","-","-","-","-24","+0.4","37% (6/16)"
"323",11,"Andrei Iosivas",CIN,"WR110","6","-","-","4 out of 5 stars","-","-0.1","37% (6/16)"
"324",11,"Caleb Douglas",MIA,"WR111","6","-","-","3 out of 5 stars","-22","-","-"
"325",11,"J.J. McCarthy",MIN,"QB36","6","-","-","5 out of 5 stars","-60","-1.0","55% (5/9)"
"326",11,"Cedric Tillman",CLE,"WR112","11","-","-","3 out of 5 stars","-","-2.0","33% (4/12)"
"327",11,"Jahan Dotson",ATL,"WR113","11","-","-","3 out of 5 stars","-23","-0.6","25% (4/16)"
"328",11,"Konata Mumpfield",LAR,"WR114","11","-","-","1 out of 5 stars","-","-0.6","20% (3/15)"
"329",11,"Calvin Austin III",NYG,"WR115","8","-","-","4 out of 5 stars","-","-1.7","30% (4/13)"
"330",11,"Tez Johnson",TB,"WR116","10","-","-","4 out of 5 stars","-","+0.8","42% (6/14)"
"331",11,"Jalen Tolbert",MIA,"WR117","6","-","-","3 out of 5 stars","-61","-0.3","36% (4/11)"
"332",11,"Luke McCaffrey",WAS,"WR118","7","-","-","2 out of 5 stars","-","+0.3","55% (5/9)"
"333",11,"Jalen Royals",KC,"WR119","5","-","-","2 out of 5 stars","-","-1.9","0% (0/4)"
"334",11,"Cyrus Allen",KC,"WR120","5","-","-","2 out of 5 stars","-37","-","-"
"335",11,"Max Klare",LAR,"TE40","11","-","-","4 out of 5 stars","-26","-","-"
"336",11,"Elijah Arroyo",SEA,"TE41","11","-","-","3 out of 5 stars","-","-","-"
"337",11,"Noah Gray",KC,"TE42","5","-","-","4 out of 5 stars","-","-1.2","33% (5/15)"
"338",11,"Bam Knight",ARI,"RB101","14","-","-","2 out of 5 stars","-","-","-"
"339",11,"Carolina Panthers",CAR,"DST22","5","-","-","3 out of 5 stars","-32","+1.0","43% (7/16)"
"340",11,"Carson Beck",ARI,"QB37","14","-","-","2 out of 5 stars","-76","-","-"
"341",11,"Mac Jones",SF,"QB38","8","-","-","1 out of 5 stars","-","+0.7","26% (4/15)"
"342",11,"DeMario Douglas",NE,"WR121","11","-","-","2 out of 5 stars","-","-0.8","25% (4/16)"
"343",11,"Erick All Jr.",CIN,"TE43","6","-","-","3 out of 5 stars","-","-","-"
"344",11,"Cole Kmet",CHI,"TE44","10","-","-","2 out of 5 stars","-","+0.2","46% (7/15)"
"345",11,"Olamide Zaccheaus",ATL,"WR122","11","-","-","3 out of 5 stars","-","-0.6","40% (6/15)"
"346",11,"Treylon Burks",WAS,"WR123","7","-","-","2 out of 5 stars","-","-0.5","50% (3/6)"
"347",11,"Tyler Higbee",LAR,"TE45","11","-","-","4 out of 5 stars","-","-0.4","40% (4/10)"
"348",11,"Eli Heidenreich",PIT,"RB102","9","-","-","2 out of 5 stars","-","-","-"
"349",11,"Ja'Tavion Sanders",CAR,"TE46","5","-","-","2 out of 5 stars","-","-1.1","30% (4/13)"
"350",11,"Michael Mayer",LV,"TE47","13","-","-","3 out of 5 stars","-17","-0.5","33% (4/12)"
"351",11,"Jake Elliott",PHI,"K19","10","-","-","5 out of 5 stars","-133","-0.4","37% (6/16)"
"352",11,"Dawson Knox",BUF,"TE48","7","-","-","3 out of 5 stars","-","+1.4","56% (9/16)"
"353",11,"Brenen Thompson",LAC,"WR124","7","-","-","2 out of 5 stars","-25","-","-"
"354",11,"Joshua Palmer",BUF,"WR125","7","-","-","4 out of 5 stars","-","-1.7","18% (2/11)"
"355",11,"Bryce Lance",NO,"WR126","8","-","-","3 out of 5 stars","-","-","-"
"356",11,"Justin Fields",KC,"QB39","5","-","-","2 out of 5 stars","-82","-","-"
"357",11,"Raheim Sanders",CLE,"RB103","11","-","-","3 out of 5 stars","-","0.0","33% (1/3)"
"358",11,"Michael Carter",TEN,"RB104","9","-","-","3 out of 5 stars","-","+0.3","50% (5/10)"
"359",11,"Ty Simpson",LAR,"QB40","11","-","-","3 out of 5 stars","-44","-","-"
"360",11,"Dont'e Thornton Jr.",LV,"WR127","13","-","-","2 out of 5 stars","-","-2.9","0% (0/14)"
"361",11,"Kendrick Bourne",ARI,"WR128","14","-","-","2 out of 5 stars","-","-0.4","33% (5/15)"
